report_id,report_text,sif_potential,life_saving_rule,activity,location,barrier_failure,report_type,site
OIL_04447,A routine inspection identified missing anchor point during roof maintenance. The issue was corrected without significant safety exposure.,0,None,roof maintenance,Warehouse,missing anchor point,Near Miss,Assam Field
OIL_04448,"During fabrication, a worker was exposed to a potentially serious hazard because of flammable material not removed. The condition was identified before an injury occurred.",1,Hot Work,fabrication,Fabrication Yard,flammable material not removed,Near Miss,Tripura Field
OIL_04449,"During routine work, water accumulation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,foundation work,Pipeline Corridor,water accumulation,UA Observation,Gujarat Field
OIL_04450,A near miss occurred during material lifting when overloaded crane was observed at the worksite. The hazard had potential for serious injury or fatality.,1,Lifting Operations,material lifting,Warehouse,overloaded crane,Near Miss,Assam Field
OIL_04451,"During equipment servicing, a worker was exposed to a potentially serious hazard because of missing isolation verification. The condition was identified before an injury occurred.",1,Energy Isolation,equipment servicing,Well Pad,missing isolation verification,UA Observation,Gujarat Field
OIL_04452,"A valve replacement activity was observed with incomplete isolation. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Energy Isolation,valve replacement,Well Pad,incomplete isolation,Near Miss,Bihar Field
OIL_04453,A low-severity observation was recorded during welding involving poor spark containment. No high-consequence hazard was identified.,0,None,welding,Processing Plant,poor spark containment,UA Observation,Bihar Field
OIL_04454,A low-severity observation was recorded during transportation involving fatigue. No high-consequence hazard was identified.,0,None,transportation,Camp Road,fatigue,Near Miss,Digboi Field
OIL_04455,"During routine work, inadequate grounding was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,cable installation,Pump Station,inadequate grounding,UC Observation,Bihar Field
OIL_04456,Personnel were observed during lifting operation; load path not controlled was noted and corrected as a routine safety improvement.,0,Line of Fire,lifting operation,Construction Area,load path not controlled,UC Observation,Gujarat Field
OIL_04457,"During pressure testing, a minor issue involving inadequate barricading was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,pressure testing,Drilling Site,inadequate barricading,UC Observation,Duliajan Field
OIL_04458,"During routine work, incorrect storage was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,general maintenance,Warehouse,incorrect storage,UA Observation,Bihar Field
OIL_04459,"During confined space entry, a minor issue involving missing entry permit was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,confined space entry,Storage Tank,missing entry permit,UC Observation,Digboi Field
OIL_04460,"During rigging operation, a minor issue involving uncontrolled suspended load was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,rigging operation,Processing Plant,uncontrolled suspended load,UA Observation,Assam Field
OIL_04461,Personnel were observed during vessel inspection; no gas testing was noted and corrected as a routine safety improvement.,0,None,vessel inspection,Production Facility,no gas testing,UA Observation,Rajasthan Field
OIL_04462,"During excavation, a minor issue involving unsupported excavation wall was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,excavation,Well Pad,unsupported excavation wall,UC Observation,Gujarat Field
OIL_04463,"During routine work, water accumulation was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,foundation work,Road Construction Area,water accumulation,UA Observation,Naharkatiya Field
OIL_04464,"During scaffold work, a worker was exposed to a potentially serious hazard because of improper ladder use. The condition was identified before an injury occurred.",1,Working at Height,scaffold work,Maintenance Area,improper ladder use,Near Miss,Rajasthan Field
OIL_04465,"During gas cutting, a minor issue involving insufficient fire watch was observed. No significant exposure to serious injury or fatality potential was identified.",0,Hot Work,gas cutting,Fabrication Yard,insufficient fire watch,UC Observation,Naharkatiya Field
OIL_04466,A low-severity observation was recorded during ladder work involving improper ladder use. No high-consequence hazard was identified.,0,None,ladder work,Tank Farm,improper ladder use,UC Observation,Naharkatiya Field
OIL_04467,A low-severity observation was recorded during transportation involving driver distraction. No high-consequence hazard was identified.,0,None,transportation,Remote Site,driver distraction,UC Observation,Assam Field
OIL_04468,Personnel were observed during fabrication; flammable material not removed was noted and corrected as a routine safety improvement.,0,Hot Work,fabrication,Tank Farm,flammable material not removed,UA Observation,Odisha Field
OIL_04469,"During routine work, failure to lock out and tag out was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,pump maintenance,Production Facility,failure to lock out and tag out,UA Observation,Gujarat Field
OIL_04470,A low-severity observation was recorded during platform inspection involving missing anchor point. No high-consequence hazard was identified.,0,None,platform inspection,Warehouse,missing anchor point,UC Observation,Digboi Field
OIL_04471,A routine inspection identified unexpected stored energy during equipment servicing. The issue was corrected without significant safety exposure.,0,None,equipment servicing,Maintenance Workshop,unexpected stored energy,UC Observation,Bihar Field
